"celebrates","Who.do.you.celebrate.the.Fourth.of.July.with.","watches_fireworks","devices","what_do_you_wear","celebration_location","Describe.America.in.three.words","Why.do.you.not.celebrate.the.Fourth.of.July.","Describe.America.in.3.words","gender","age_group","race","is_hispanic","region","Democrat_party_opinion","Republican_party_opinion","Donald_Trump_opinion","id","trump_support","democrat_support","republican_support","three_words","weight","political_weight","whatdoyouwear","what_do_you_wear_value"
"Yes","Family;Friends;With strangers","Rarely","Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Sunscreen","Outdoors","Unequitable deceitful entertained","","","Male","55+","White","No","West",3,1,1,11,"Disapprove","Neutral","Disapprove","Unequitable deceitful entertained",1.24928013335746,0.716764582463777,"Solid blue clothing",0
"Yes","Family","Usually","Bang Snaps;Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Jeans","Outdoors","Getting uncomfortably fascist","","","Male","25-34","White","No","Southeast",4,1,1,12,"Disapprove","Approve","Disapprove","Getting uncomfortably fascist",0.0745057913487883,0.0472393097054153,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Sparklers","Clothing featuring the American Flag;Jeans;Sunscreen","Both","Making America Great","","","Female","55+","White","No","Southeast",1,5,5,13,"Approve","Disapprove","Approve","Making America Great",1.29266810267779,1.10263113395309,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Terrifying under Trump","Female","55+","White","No","Southeast",5,1,1,14,"Disapprove","Approve","Disapprove","Terrifying under Trump",1.29266810267779,0.454214017398436,"Solid blue clothing",0
"Yes","Family;Friends","Rarely","Sparklers","Clothing that is primarily red and white stripes;Clothing featuring the American Flag","Both","Best country ever","","","Male","18-24","White","No","Midwest",1,4,3,15,"Neutral","Disapprove","Approve","Best country ever",0.0324842111986291,0.000280763659906437,"Solid blue clothing",0
"Yes","By myself","Rarely","None of the above","Jeans","Indoors","Big screwed ugly","","","Male","35-44","Black","No","Southeast",3,1,1,16,"Disapprove","Neutral","Disapprove","Big screwed ugly",7.54297945761364,7.90448465702436,"Solid blue clothing",0
"Yes","Family;Friends;By myself;With strangers","Usually","Bang Snaps;Fountains;Smoke Bombs;Snakes;Sparklers","Solid white clothing","Both","Unsustainable violent mockery","","","Other","25-34","White","No","Midwest",4,1,1,17,"Disapprove","Approve","Disapprove","Unsustainable violent mockery",0.160005810356888,0.0174902932563698,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","Political reasons","Hateful sociopathic ignorant","Male","45-54","White","No","Northeast",5,1,1,18,"Disapprove","Approve","Disapprove","Hateful sociopathic ignorant",2.18085689269742,1.89053052411016,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Sparklers","None of the above","Both","Good Opportunity Freedom","","","Male","18-24","Asian","No","Southeast",3,3,1,19,"Disapprove","Neutral","Neutral","Good Opportunity Freedom",0.0585755961393423,0.498879747337721,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;Political reasons","diverse overrated trying","Male","35-44","White","No","Southeast",1,1,1,20,"Disapprove","Disapprove","Disapprove","diverse overrated trying",0.149699963262195,0.0727345495747334,"Solid blue clothing",0
"Yes","Family","Rarely","Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans","Outdoors","a hot mess","","","Female","18-24","White","No","Northeast",4,1,1,21,"Disapprove","Approve","Disapprove","a hot mess",0.502536163331714,0.272542963940985,"Solid blue clothing",1
"Yes","Family;Friends","Usually","Bang Snaps;Firecrackers;Sparklers","Clothing featuring the American Flag;Clothing featuring a bald eagle","Outdoors","Free Amazing Divided","","","Male","18-24","White","No","Midwest",1,1,3,22,"Neutral","Disapprove","Disapprove","Free Amazing Divided",0.0324842111986291,0.000280763659906437,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Bullshit fascists racists","Male","25-34","White","Yes","West",4,1,1,23,"Disapprove","Approve","Disapprove","Bullshit fascists racists",1.59772216911692,2.67773461401047,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Fountains;Roman Candles;Snakes;Sparklers","Sunscreen","Both","MAGA MAGA MAGA","","","Male","25-34","Asian","Yes","Midwest",5,1,3,24,"Neutral","Approve","Disapprove","MAGA MAGA MAGA",6.73535305233147,4.12530436306265,"Solid blue clothing",0
"Yes","Family;Friends","Rarely","Bang Snaps;Bottle Rockets;Firecrackers;Fountains","None of the above","Outdoors","Freedom opportunity hope","","","Male","45-54","White","Yes","Southwest",1,4,3,25,"Neutral","Disapprove","Approve","Freedom opportunity hope",2.059178748342,0.0952282156791762,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","Political reasons","racist imperialist proto-fascist","Female","25-34","White","No","West",1,1,1,26,"Disapprove","Disapprove","Disapprove","racist imperialist proto-fascist",0.970541816645894,0.904271463769729,"Solid blue clothing",0
"Yes","Family","Rarely","None of the above","Clothing making a political statement;Jeans;Sunscreen","Outdoors","The great experiment","","","Male","55+","White","No","Northeast",1,2,4,27,"Approve","Disapprove","Disapprove","The great experiment",4.27304256834385,6.09101426386911,"Solid blue clothing",0
"Yes","Family;Friends","Rarely","None of the above","Jeans;Sunscreen","Indoors","Red white blue","","","Male","18-24","White","No","West",4,1,1,28,"Disapprove","Approve","Disapprove","Red white blue",0.0400188150040658,0.0223538315783652,"Solid blue clothing",0
"Yes","Family","Usually","Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Sparklers","Sunscreen","Outdoors","Headed for revolution","","","Male","45-54","White","No","Northeast",3,1,1,29,"Disapprove","Neutral","Disapprove","Headed for revolution",2.18085689269742,1.89053052411016,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","No one to celebrate with","I also work","Female","45-54","White","No","West",2,1,1,30,"Disapprove","Disapprove","Disapprove","I also work",2.34086027763695,1.88096178516977,"Solid blue clothing",0
"Yes","Family","Usually","None of the above","Clothing featuring the American Flag;Sunscreen","Outdoors","Broken racist oligarchy","","","Male","25-34","White","No","Midwest",3,1,1,31,"Disapprove","Neutral","Disapprove","Broken racist oligarchy",0.214583657487779,0.237244928654966,"Solid blue clothing",0
"Yes","Family","Always","Fountains;Smoke Bombs;Snakes","Sunscreen","Outdoors","Going downhill fast","","","Male","45-54","Other","No","West",4,2,1,32,"Disapprove","Approve","Disapprove","Going downhill fast",0.477963102612926,0.351321465078804,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bottle Rockets;Firecrackers;Fountains;Roman Candles;Snakes;Sparklers;Other Rockets","Clothing featuring the American Flag;Clothing featuring a bald eagle;Sunscreen","Outdoors","Land of free","","","Male","35-44","Multiple Races","No","Southeast",1,5,5,33,"Approve","Disapprove","Approve","Land of free",0.0518514967631962,0.0466144478771255,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Firecrackers;Sparklers","Jeans","Both","Capitalist Rich Powerful","","","Male","18-24","Multiple Races","No","Midwest",4,1,1,34,"Disapprove","Approve","Disapprove","Capitalist Rich Powerful",0.0112515389791419,0.005392619752028,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","Empire Diverse Prosperity","Male","25-34","White","No","West",3,2,1,35,"Disapprove","Neutral","Disapprove","Empire Diverse Prosperity",0.264355616930038,0.25963257860464,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities","Complex Immature Self-Involved","Female","35-44","White","No","Midwest",4,1,1,36,"Disapprove","Approve","Disapprove","Complex Immature Self-Involved",1.58290195257949,1.27225389156352,"Solid blue clothing",0
"Yes","Family;Friends","Always","Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Sparklers;Other Rockets","Clothing featuring the American Flag","Both","Needs less Illegals","","","Male","18-24","Multiple Races","No","Southwest",1,3,5,37,"Approve","Disapprove","Neutral","Needs less Illegals",0.00740688112219324,0.0178195841125713,"Solid blue clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Roman Candles;Snakes;Other Rockets","Clothing featuring the American Flag;Clothing featuring a bald eagle;Clothing making a political statement","Both","Greatest On Earth","","","Male","18-24","Multiple Races","Yes","Southwest",1,4,5,38,"Approve","Disapprove","Approve","Greatest On Earth",0.0447659796692485,0.183783242619039,"Solid blue clothing",0
"Yes","Family","Always","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers","Clothing that is primarily red and white stripes;Clothing featuring the American Flag;Clothing featuring a bald eagle;Jeans;Sunscreen","Both","I love america","","","Female","55+","White","Yes","Southeast",1,5,5,39,"Approve","Disapprove","Approve","I love america",7.54297945761364,7.90448465702436,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Really horrible now","Female","45-54","White","No","Midwest",4,1,1,40,"Disapprove","Approve","Disapprove","Really horrible now",1.90013121671681,1.71876983591051,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bottle Rockets;Firecrackers;Ground Spinners;Roman Candles;Sparklers","Clothing featuring the American Flag;Clothing featuring a bald eagle","Outdoors","Liberty Justice Compassion","","","Male","35-44","White","No","Northeast",1,5,5,41,"Approve","Disapprove","Approve","Liberty Justice Compassion",1.81676012865678,3.39710895984447,"Solid blue clothing",0
"Yes","Family;Friends;By myself;With strangers","Always","Bang Snaps;Bottle Rockets;Firecrackers;Ground Spinners;Sparklers","Clothing featuring the American Flag;Clothing featuring a bald eagle;Jeans","Both","Free diverse powerful","","","Male","18-24","White","No","West",3,3,2,42,"Disapprove","Neutral","Neutral","Free diverse powerful",0.0400188150040658,0.0223538315783652,"Solid blue clothing",0
"Yes","Family;Friends","Usually","None of the above","Jeans;Sunscreen","Both","diverse struggling hopeful","","","Female","18-24","White","No","Midwest",4,1,1,43,"Disapprove","Approve","Disapprove","diverse struggling hopeful",0.119260886964131,0.0711425396892855,"Solid blue clothing",0
"Yes","By myself;With strangers","Always","Ground Spinners;Other Rockets","Clothing making a political statement","Both","Liberty happines freedom","","","Male","45-54","White","No","Northeast",1,3,5,44,"Approve","Disapprove","Neutral","Liberty happines freedom",2.18085689269742,4.58937358981579,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Firecrackers;Sparklers","Clothing featuring the American Flag;Sunscreen","Both","Greatest country ever","","","Male","18-24","White","No","West",3,4,2,45,"Disapprove","Neutral","Approve","Greatest country ever",0.0400188150040658,0.0223538315783652,"Solid blue clothing",0
"Yes","Friends","Usually","Bang Snaps;Sparklers","Sunscreen","Outdoors","big overrated diverse","","","Female","18-24","Other","Yes","Northeast",2,1,1,46,"Disapprove","Disapprove","Disapprove","big overrated diverse",2.27679866188623,1.82855350537605,"Solid blue clothing",0
"Yes","Family","Always","None of the above","None of the above","Both","Sadly racist home","","","Male","25-34","White","No","Midwest",3,1,1,47,"Disapprove","Neutral","Disapprove","Sadly racist home",0.214583657487779,0.237244928654966,"Solid blue clothing",0
"Yes","Family;Friends","Usually","Fountains;Sparklers","Sunscreen","Outdoors","In horrible trouble","","","Female","55+","White","No","Midwest",5,1,1,48,"Disapprove","Approve","Disapprove","In horrible trouble",3.72300521031777,2.28115044067683,"Solid blue clothing",0
"Yes","Family;Friends","Usually","None of the above","Jeans;Sunscreen","Outdoors","Individualism Opportunity Bloated","","","Male","35-44","White","No","Midwest",3,1,1,49,"Disapprove","Neutral","Disapprove","Individualism Opportunity Bloated",0.431149915477145,0.365286942849433,"Solid blue clothing",0
"Yes","Family;By myself;With strangers","Always","Bang Snaps;Sparklers","Sunscreen","Outdoors","Divided at present","","","Female","45-54","White","No","Midwest",3,3,1,50,"Disapprove","Neutral","Neutral","Divided at present",1.90013121671681,1.71876983591051,"Solid blue clothing",0
"Yes","By myself","Rarely","None of the above","Sunscreen;None of the above","Indoors","Land of Freedom","","","Male","18-24","White","No","West",1,3,3,51,"Neutral","Disapprove","Neutral","Land of Freedom",0.0400188150040658,0.000307257960847706,"Solid blue clothing",0
"Yes","Family","Always","Sparklers","Solid red clothing","Both","Beautiful freedom majestic","","","Female","45-54","White","No","Southeast",2,3,4,52,"Approve","Disapprove","Neutral","Beautiful freedom majestic",0.659746327495068,0.830795330014297,"Solid blue clothing",0
"Yes","Family","Usually","Bottle Rockets;Firecrackers;Fountains;Roman Candles;Smoke Bombs;Sparklers;Other Rockets","Jeans","Outdoors","Taxation with representation","","","Male","18-24","White","No","Southeast",1,1,2,53,"Disapprove","Disapprove","Disapprove","Taxation with representation",0.011278873191137,0.00406720750804197,"Solid blue clothing",0
"No","","","None of the above","None of the above","","","","Trump dumpster fire","Female","45-54","White","No","Southeast",5,1,1,54,"Disapprove","Approve","Disapprove","Trump dumpster fire",0.659746327495068,0.342234925952769,"Solid blue clothing",0
